LABEL,METRIC,VALUE2024-10-28-17-48-55,VALUE2024-11-21-15-56-38,DIFFERENCE
Amygdala,DICE,0.0,0.5035392160188007,0.5035392160188007
GreyMatter,DICE,0.4365454823894674,0.7259940127395357,0.2894485303500683
Hippocampus,DICE,0.0,0.5415044847278492,0.5415044847278492
Thalamus,DICE,0.1443501979558177,0.7410398983273799,0.5966897003715622
WhiteMatter,DICE,0.6106663034057965,0.8279428839666101,0.21727658056081356
