LABEL;METRIC;STATISTIC;VALUE
Amygdala;AUC;MEAN;0.9574146068627218
Amygdala;AUC;STD;0.025612814251738062
Amygdala;AVGDIST;MEAN;1.3952674640137919
Amygdala;AVGDIST;STD;0.20034154149583053
Amygdala;DICE;MEAN;0.533554167800835
Amygdala;DICE;STD;0.04399031266226707
Amygdala;FN;MEAN;283.0
Amygdala;FN;STD;175.22442752082256
Amygdala;FP;MEAN;5050.3
Amygdala;FP;STD;520.0970197953455
Amygdala;HDRFDST;MEAN;12.47603162154399
Amygdala;HDRFDST;STD;1.4658222873985978
Amygdala;JACRD;MEAN;0.36507240688538267
Amygdala;JACRD;STD;0.04105989549578126
Amygdala;SNSVTY;MEAN;0.9154115844028979
Amygdala;SNSVTY;STD;0.05120796091957821
Amygdala;SPCFTY;MEAN;0.9994176293225457
Amygdala;SPCFTY;STD;5.996855748764132e-05
Amygdala;TN;MEAN;8666908.3
Amygdala;TN;STD;487.7085297593226
Amygdala;TP;MEAN;3047.4
Amygdala;TP;STD;270.8498477016371
GreyMatter;AUC;MEAN;0.9559984386811806
GreyMatter;AUC;STD;0.006284187972192056
GreyMatter;AVGDIST;MEAN;0.31719710796034206
GreyMatter;AVGDIST;STD;0.01559215178143667
GreyMatter;DICE;MEAN;0.7224164096781852
GreyMatter;DICE;STD;0.008127909610964209
GreyMatter;FN;MEAN;22707.05
GreyMatter;FN;STD;7075.909167555784
GreyMatter;FP;MEAN;363837.95
GreyMatter;FP;STD;19391.31051650455
GreyMatter;HDRFDST;MEAN;2.291927008268296
GreyMatter;HDRFDST;STD;0.44392633259397785
GreyMatter;JACRD;MEAN;0.5655187800433363
GreyMatter;JACRD;STD;0.009978526240553101
GreyMatter;SNSVTY;MEAN;0.9566504064668481
GreyMatter;SNSVTY;STD;0.01428705338876557
GreyMatter;SPCFTY;MEAN;0.9553464708955127
GreyMatter;SPCFTY;STD;0.002470138923358167
GreyMatter;TN;MEAN;7785111.45
GreyMatter;TN;STD;41642.55081100941
GreyMatter;TP;MEAN;503632.55
GreyMatter;TP;STD;29227.77716569462
Hippocampus;AUC;MEAN;0.9808613454231343
Hippocampus;AUC;STD;0.01030042429122214
Hippocampus;AVGDIST;MEAN;1.1688304131942153
Hippocampus;AVGDIST;STD;0.0572668540044612
Hippocampus;DICE;MEAN;0.5573173880106942
Hippocampus;DICE;STD;0.01824375843925685
Hippocampus;FN;MEAN;332.0
Hippocampus;FN;STD;204.3834631275241
Hippocampus;FP;MEAN;13345.15
Hippocampus;FP;STD;1217.1657765070458
Hippocampus;HDRFDST;MEAN;12.538859197523786
Hippocampus;HDRFDST;STD;1.1519592113756179
Hippocampus;JACRD;MEAN;0.38652692426705626
Hippocampus;JACRD;STD;0.01744806070626219
Hippocampus;SNSVTY;MEAN;0.9632625732552667
Hippocampus;SNSVTY;STD;0.020633105178116666
Hippocampus;SPCFTY;MEAN;0.9984601175910026
Hippocampus;SPCFTY;STD;0.00014048307616829425
Hippocampus;TN;MEAN;8653019.05
Hippocampus;TN;STD;1530.1306962151957
Hippocampus;TP;MEAN;8592.8
Hippocampus;TP;STD;499.58158492882825
Thalamus;AUC;MEAN;0.982503892077708
Thalamus;AUC;STD;0.0047834328384945965
Thalamus;AVGDIST;MEAN;0.6207305092806177
Thalamus;AVGDIST;STD;0.10809605780575147
Thalamus;DICE;MEAN;0.7469355374399933
Thalamus;DICE;STD;0.028195241777531382
Thalamus;FN;MEAN;603.0
Thalamus;FN;STD;184.04129971286335
Thalamus;FP;MEAN;11081.45
Thalamus;FP;STD;1839.6229905880173
Thalamus;HDRFDST;MEAN;15.657078664613817
Thalamus;HDRFDST;STD;1.0981291773260653
Thalamus;JACRD;MEAN;0.5968945214350488
Thalamus;JACRD;STD;0.03589611417457366
Thalamus;SNSVTY;MEAN;0.9662877627645955
Thalamus;SNSVTY;STD;0.009619332933515521
Thalamus;SPCFTY;MEAN;0.9987200213908208
Thalamus;SPCFTY;STD;0.00021249936574806373
Thalamus;TN;MEAN;8646459.95
Thalamus;TN;STD;2070.231737632287
Thalamus;TP;MEAN;17144.6
Thalamus;TP;STD;655.0311748306335
WhiteMatter;AUC;MEAN;0.9724096824978954
WhiteMatter;AUC;STD;0.0032991870895214778
WhiteMatter;AVGDIST;MEAN;0.23048349120013123
WhiteMatter;AVGDIST;STD;0.023265246943846088
WhiteMatter;DICE;MEAN;0.825519840115367
WhiteMatter;DICE;STD;0.0194824071969862
WhiteMatter;FN;MEAN;16170.6
WhiteMatter;FN;STD;4989.0309219326355
WhiteMatter;FP;MEAN;178493.15
WhiteMatter;FP;STD;21759.85440961175
WhiteMatter;HDRFDST;MEAN;2.7023688972881734
WhiteMatter;HDRFDST;STD;0.3836695752460709
WhiteMatter;JACRD;MEAN;0.7033433752851121
WhiteMatter;JACRD;STD;0.02787650293323449
WhiteMatter;SNSVTY;MEAN;0.9665879198999001
WhiteMatter;SNSVTY;STD;0.008975446621133185
WhiteMatter;SPCFTY;MEAN;0.9782314450958906
WhiteMatter;SPCFTY;STD;0.0025875971065454193
WhiteMatter;TN;MEAN;8018365.65
WhiteMatter;TN;STD;20428.068338134664
WhiteMatter;TP;MEAN;462259.6
WhiteMatter;TP;STD;27327.380374635253
