LABEL,METRIC,VALUE2024-10-28-17-48-55,VALUE2024-11-21-16-13-05,DIFFERENCE
Amygdala,DICE,0.0,0.5211029896790529,0.5211029896790529
GreyMatter,DICE,0.4365454823894674,0.7259536385079377,0.2894081561184703
Hippocampus,DICE,0.0,0.540927873063622,0.540927873063622
Thalamus,DICE,0.1443501979558177,0.7427882391396173,0.5984380411837996
WhiteMatter,DICE,0.6106663034057965,0.8287421688966152,0.2180758654908187
