LABEL,METRIC,VALUE2024-10-28-17-48-55,VALUE2024-11-21-16-12-30,DIFFERENCE
Amygdala,DICE,0.0,0.5323713541419736,0.5323713541419736
GreyMatter,DICE,0.4365454823894674,0.7232655739355863,0.28672009154611894
Hippocampus,DICE,0.0,0.5514070351706358,0.5514070351706358
Thalamus,DICE,0.1443501979558177,0.7393683095502188,0.5950181115944011
WhiteMatter,DICE,0.6106663034057965,0.828710183203726,0.2180438797979295
