LABEL;METRIC;STATISTIC;VALUE
Amygdala;AUC;MEAN;0.9583135182351101
Amygdala;AUC;STD;0.024627329455661415
Amygdala;AVGDIST;MEAN;1.3768985693347182
Amygdala;AVGDIST;STD;0.2092003251821509
Amygdala;DICE;MEAN;0.5232554274511914
Amygdala;DICE;STD;0.041137471720803565
Amygdala;FN;MEAN;276.8
Amygdala;FN;STD;171.88356524112478
Amygdala;FP;MEAN;5285.15
Amygdala;FP;STD;442.3227639405415
Amygdala;HDRFDST;MEAN;12.104134735087218
Amygdala;HDRFDST;STD;1.260921216751892
Amygdala;JACRD;MEAN;0.3553769230912424
Amygdala;JACRD;STD;0.0375866992254725
Amygdala;SNSVTY;MEAN;0.9172364885119629
Amygdala;SNSVTY;STD;0.0492396076053438
Amygdala;SPCFTY;MEAN;0.9993905479582568
Amygdala;SPCFTY;STD;5.0995879040115616e-05
Amygdala;TN;MEAN;8666673.45
Amygdala;TN;STD;369.4148717905114
Amygdala;TP;MEAN;3053.6
Amygdala;TP;STD;270.8731068231027
GreyMatter;AUC;MEAN;0.9538805744652274
GreyMatter;AUC;STD;0.0062003073233851055
GreyMatter;AVGDIST;MEAN;0.3109932175102216
GreyMatter;AVGDIST;STD;0.01566705434758152
GreyMatter;DICE;MEAN;0.7242665455300026
GreyMatter;DICE;STD;0.00816136783694331
GreyMatter;FN;MEAN;25463.65
GreyMatter;FN;STD;6920.112862338301
GreyMatter;FP;MEAN;355397.2
GreyMatter;FP;STD;18845.410984109632
GreyMatter;HDRFDST;MEAN;2.346284073991415
GreyMatter;HDRFDST;STD;0.44153260823437357
GreyMatter;JACRD;MEAN;0.567789857467723
GreyMatter;JACRD;STD;0.010043866074407763
GreyMatter;SNSVTY;MEAN;0.9513788206772327
GreyMatter;SNSVTY;STD;0.014130865173441674
GreyMatter;SPCFTY;MEAN;0.9563823282532216
GreyMatter;SPCFTY;STD;0.00240286092126049
GreyMatter;TN;MEAN;7793552.2
GreyMatter;TN;STD;41331.25774229475
GreyMatter;TP;MEAN;500875.95
GreyMatter;TP;STD;29388.08272153017
Hippocampus;AUC;MEAN;0.9808688874680931
Hippocampus;AUC;STD;0.01092405249232491
Hippocampus;AVGDIST;MEAN;1.1938605619550564
Hippocampus;AVGDIST;STD;0.07224459597259653
Hippocampus;DICE;MEAN;0.5573749147429028
Hippocampus;DICE;STD;0.019079730860781543
Hippocampus;FN;MEAN;332.55
Hippocampus;FN;STD;218.1922260301682
Hippocampus;FP;MEAN;13346.85
Hippocampus;FP;STD;1285.644012742252
Hippocampus;HDRFDST;MEAN;12.915566924612033
Hippocampus;HDRFDST;STD;1.1127133574589745
Hippocampus;JACRD;MEAN;0.38660379920011007
Hippocampus;JACRD;STD;0.018316051409073077
Hippocampus;SNSVTY;MEAN;0.9632778536217572
Hippocampus;SNSVTY;STD;0.021884173585218724
Hippocampus;SPCFTY;MEAN;0.9984599213144285
Hippocampus;SPCFTY;STD;0.00014838370703131536
Hippocampus;TN;MEAN;8653017.35
Hippocampus;TN;STD;1590.6262689582366
Hippocampus;TP;MEAN;8592.25
Hippocampus;TP;STD;492.1636795823113
Thalamus;AUC;MEAN;0.9829145240139863
Thalamus;AUC;STD;0.004555927520414779
Thalamus;AVGDIST;MEAN;0.7186709594040838
Thalamus;AVGDIST;STD;0.12978645113056483
Thalamus;DICE;MEAN;0.7457847159065393
Thalamus;DICE;STD;0.02871918660647926
Thalamus;FN;MEAN;587.6
Thalamus;FN;STD;173.18902967566967
Thalamus;FP;MEAN;11178.7
Thalamus;FP;STD;1854.9431824182648
Thalamus;HDRFDST;MEAN;16.21273222149488
Thalamus;HDRFDST;STD;1.0475275242693036
Thalamus;JACRD;MEAN;0.5954577966834322
Thalamus;JACRD;STD;0.036485034890363144
Thalamus;SNSVTY;MEAN;0.9671202595984301
Thalamus;SNSVTY;STD;0.009156005636503645
Thalamus;SPCFTY;MEAN;0.9987087884295427
Thalamus;SPCFTY;STD;0.00021426858583673754
Thalamus;TN;MEAN;8646362.7
Thalamus;TN;STD;2083.135811703116
Thalamus;TP;MEAN;17160.0
Thalamus;TP;STD;670.0511920741578
WhiteMatter;AUC;MEAN;0.971360476349402
WhiteMatter;AUC;STD;0.0033717445086705097
WhiteMatter;AVGDIST;MEAN;0.2306581351156058
WhiteMatter;AVGDIST;STD;0.021639606536410734
WhiteMatter;DICE;MEAN;0.8267984128137826
WhiteMatter;DICE;STD;0.018992648778383015
WhiteMatter;FN;MEAN;17370.4
WhiteMatter;FN;STD;5066.596692060658
WhiteMatter;FP;MEAN;175068.0
WhiteMatter;FP;STD;21207.989067801784
WhiteMatter;HDRFDST;MEAN;2.6282300373651934
WhiteMatter;HDRFDST;STD;0.3773683488202903
WhiteMatter;JACRD;MEAN;0.7051779033978723
WhiteMatter;JACRD;STD;0.027248152043391784
WhiteMatter;SNSVTY;MEAN;0.9640719416243136
WhiteMatter;SNSVTY;STD;0.009067344818897932
WhiteMatter;SPCFTY;MEAN;0.9786490110744902
WhiteMatter;SPCFTY;STD;0.0025225338474639813
WhiteMatter;TN;MEAN;8021790.8
WhiteMatter;TN;STD;20835.543949222923
WhiteMatter;TP;MEAN;461059.8
WhiteMatter;TP;STD;27322.525298002747
