SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.0;inf
117122;GreyMatter;0.662630771213346;7.0
117122;Hippocampus;0.15714271894438478;33.34666400106613
117122;Thalamus;0.22287457055718643;42.05948168962618
117122;WhiteMatter;0.7945281199206043;9.899494936611665
117122-PP;Amygdala;0.0;inf
117122-PP;GreyMatter;0.662630771213346;7.0
117122-PP;Hippocampus;0.15714271894438478;33.34666400106613
117122-PP;Thalamus;0.22287457055718643;42.05948168962618
117122-PP;WhiteMatter;0.7945281199206043;9.899494936611665
118528;Amygdala;0.0;inf
118528;GreyMatter;0.6629261840201961;5.656854249492381
118528;Hippocampus;0.15742462420714223;33.58571124749333
118528;Thalamus;0.21230995225853838;43.520110293977886
118528;WhiteMatter;0.8033484944530945;9.433981132056603
118528-PP;Amygdala;0.0;inf
118528-PP;GreyMatter;0.6629261840201961;5.656854249492381
118528-PP;Hippocampus;0.15742462420714223;33.58571124749333
118528-PP;Thalamus;0.21230995225853838;43.520110293977886
118528-PP;WhiteMatter;0.8033484944530945;9.433981132056603
118730;Amygdala;0.0;inf
118730;GreyMatter;0.666773231452136;5.0990195135927845
118730;Hippocampus;0.14104072144737578;35.832945734337834
118730;Thalamus;0.24284585470151682;45.2990066116245
118730;WhiteMatter;0.7829841298745103;9.219544457292887
118730-PP;Amygdala;0.0;inf
118730-PP;GreyMatter;0.666773231452136;5.0990195135927845
118730-PP;Hippocampus;0.14104072144737578;35.832945734337834
118730-PP;Thalamus;0.24284585470151682;45.2990066116245
118730-PP;WhiteMatter;0.7829841298745103;9.219544457292887
118932;Amygdala;0.0;inf
118932;GreyMatter;0.6758354558412643;7.0
118932;Hippocampus;0.1489201928905536;34.49637662132068
118932;Thalamus;0.22399039411487545;43.01162633521314
118932;WhiteMatter;0.8105810117724858;9.0
118932-PP;Amygdala;0.0;inf
118932-PP;GreyMatter;0.6758354558412643;7.0
118932-PP;Hippocampus;0.1489201928905536;34.49637662132068
118932-PP;Thalamus;0.22399039411487545;43.01162633521314
118932-PP;WhiteMatter;0.8105810117724858;9.0
120111;Amygdala;0.0;inf
120111;GreyMatter;0.6589417439244736;6.082762530298219
120111;Hippocampus;0.15914516529478046;34.0147027033899
120111;Thalamus;0.23395208173845816;44.05678154382138
120111;WhiteMatter;0.821917808219178;9.219544457292887
120111-PP;Amygdala;0.0;inf
120111-PP;GreyMatter;0.6589417439244736;6.082762530298219
120111-PP;Hippocampus;0.15914516529478046;34.0147027033899
120111-PP;Thalamus;0.23395208173845816;44.05678154382138
120111-PP;WhiteMatter;0.821917808219178;9.219544457292887
122317;Amygdala;0.0;inf
122317;GreyMatter;0.6652335977744596;5.830951894845301
122317;Hippocampus;0.14799854586581573;32.28002478313795
122317;Thalamus;0.21288439635535308;44.14748010928823
122317;WhiteMatter;0.7934362271484134;9.695359714832659
122317-PP;Amygdala;0.0;inf
122317-PP;GreyMatter;0.6652335977744596;5.830951894845301
122317-PP;Hippocampus;0.14799854586581573;32.28002478313795
122317-PP;Thalamus;0.21288439635535308;44.14748010928823
122317-PP;WhiteMatter;0.7934362271484134;9.695359714832659
122620;Amygdala;0.0;inf
122620;GreyMatter;0.6725905606987868;6.708203932499369
122620;Hippocampus;0.1473384443074572;35.63705936241092
122620;Thalamus;0.23114950304417964;42.579337712087536
122620;WhiteMatter;0.7782295934479209;9.433981132056603
122620-PP;Amygdala;0.0;inf
122620-PP;GreyMatter;0.6725905606987868;6.708203932499369
122620-PP;Hippocampus;0.1473384443074572;35.63705936241092
122620-PP;Thalamus;0.23114950304417964;42.579337712087536
122620-PP;WhiteMatter;0.7782295934479209;9.433981132056603
123117;Amygdala;0.0;inf
123117;GreyMatter;0.6577332018368505;7.810249675906654
123117;Hippocampus;0.15481757368888238;33.95585369269929
123117;Thalamus;0.21986259530471114;43.42810150121693
123117;WhiteMatter;0.8192709004250934;9.0
123117-PP;Amygdala;0.0;inf
123117-PP;GreyMatter;0.6577332018368505;7.810249675906654
123117-PP;Hippocampus;0.15481757368888238;33.95585369269929
123117-PP;Thalamus;0.21986259530471114;43.42810150121693
123117-PP;WhiteMatter;0.8192709004250934;9.0
123925;Amygdala;0.0;inf
123925;GreyMatter;0.6506865286961324;7.211102550927978
123925;Hippocampus;0.16575692800977174;31.874754901018456
123925;Thalamus;0.2490393100111013;41.0
123925;WhiteMatter;0.797277757605491;9.055385138137417
123925-PP;Amygdala;0.0;inf
123925-PP;GreyMatter;0.6506865286961324;7.211102550927978
123925-PP;Hippocampus;0.16575692800977174;31.874754901018456
123925-PP;Thalamus;0.2490393100111013;41.0
123925-PP;WhiteMatter;0.797277757605491;9.055385138137417
124422;Amygdala;0.0;inf
124422;GreyMatter;0.6444141226944722;6.164414002968976
124422;Hippocampus;0.1651282885373887;33.34666400106613
124422;Thalamus;0.24485645933014355;42.86023798347368
124422;WhiteMatter;0.75287727277241;9.0
124422-PP;Amygdala;0.0;inf
124422-PP;GreyMatter;0.6444141226944722;6.164414002968976
124422-PP;Hippocampus;0.1651282885373887;33.34666400106613
124422-PP;Thalamus;0.24485645933014355;42.86023798347368
124422-PP;WhiteMatter;0.75287727277241;9.0
