SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.4896185417672622;12.84523257866513
117122;GreyMatter;0.7214450006364468;2.0
117122;Hippocampus;0.578434065934066;12.727922061357855
117122;Thalamus;0.7786121242461084;6.48074069840786
117122;WhiteMatter;0.8144062023036827;3.4641016151377544
117122-PP;Amygdala;0.4896185417672622;12.84523257866513
117122-PP;GreyMatter;0.7214450006364468;2.0
117122-PP;Hippocampus;0.578434065934066;12.727922061357855
117122-PP;Thalamus;0.7786121242461084;6.48074069840786
117122-PP;WhiteMatter;0.8144062023036827;3.4641016151377544
118528;Amygdala;0.4506993310746243;13.490737563232042
118528;GreyMatter;0.7183180378210042;3.0
118528;Hippocampus;0.5493318005460555;13.038404810405298
118528;Thalamus;0.7443383588151488;7.874007874011811
118528;WhiteMatter;0.8266213092275841;3.0
118528-PP;Amygdala;0.4506993310746243;13.490737563232042
118528-PP;GreyMatter;0.7183180378210042;3.0
118528-PP;Hippocampus;0.5493318005460555;13.038404810405298
118528-PP;Thalamus;0.7443383588151488;7.874007874011811
118528-PP;WhiteMatter;0.8266213092275841;3.0
118730;Amygdala;0.5515675486857043;10.862780491200215
118730;GreyMatter;0.7272412459976275;2.0
118730;Hippocampus;0.4926547586990994;10.677078252031311
118730;Thalamus;0.7408356946880763;8.54400374531753
118730;WhiteMatter;0.8139521496948195;2.8284271247461903
118730-PP;Amygdala;0.5515675486857043;10.862780491200215
118730-PP;GreyMatter;0.7272412459976275;2.0
118730-PP;Hippocampus;0.4926547586990994;10.677078252031311
118730-PP;Thalamus;0.7408356946880763;8.54400374531753
118730-PP;WhiteMatter;0.8139521496948195;2.8284271247461903
118932;Amygdala;0.5276819749500817;12.083045973594572
118932;GreyMatter;0.7325121879652088;2.0
118932;Hippocampus;0.5279375134536732;12.083045973594572
118932;Thalamus;0.7512713726639181;9.486832980505138
118932;WhiteMatter;0.8326549625773151;3.0
118932-PP;Amygdala;0.5276819749500817;12.083045973594572
118932-PP;GreyMatter;0.7325121879652088;2.0
118932-PP;Hippocampus;0.5279375134536732;12.083045973594572
118932-PP;Thalamus;0.7512713726639181;9.486832980505138
118932-PP;WhiteMatter;0.8326549625773151;3.0
120111;Amygdala;0.501084960774495;9.9498743710662
120111;GreyMatter;0.714422025628859;2.0
120111;Hippocampus;0.5098202843262898;11.661903789690601
120111;Thalamus;0.7241554483108966;12.409673645990857
120111;WhiteMatter;0.8484373313429888;2.23606797749979
120111-PP;Amygdala;0.501084960774495;9.9498743710662
120111-PP;GreyMatter;0.714422025628859;2.0
120111-PP;Hippocampus;0.5098202843262898;11.661903789690601
120111-PP;Thalamus;0.7241554483108966;12.409673645990857
120111-PP;WhiteMatter;0.8484373313429888;2.23606797749979
122317;Amygdala;0.5819609345078514;12.36931687685298
122317;GreyMatter;0.7329802125903099;2.0
122317;Hippocampus;0.550160163075131;11.704699910719626
122317;Thalamus;0.7716443076020819;8.12403840463596
122317;WhiteMatter;0.8336679762637325;3.1622776601683795
122317-PP;Amygdala;0.5819609345078514;12.36931687685298
122317-PP;GreyMatter;0.7329802125903099;2.0
122317-PP;Hippocampus;0.550160163075131;11.704699910719626
122317-PP;Thalamus;0.7716443076020819;8.12403840463596
122317-PP;WhiteMatter;0.8336679762637325;3.1622776601683795
122620;Amygdala;0.580868961928714;12.727922061357855
122620;GreyMatter;0.7363514306884952;2.23606797749979
122620;Hippocampus;0.5476395907802293;12.68857754044952
122620;Thalamus;0.7752273907057575;6.557438524302
122620;WhiteMatter;0.8057391253544314;3.1622776601683795
122620-PP;Amygdala;0.580868961928714;12.727922061357855
122620-PP;GreyMatter;0.7363514306884952;2.23606797749979
122620-PP;Hippocampus;0.5476395907802293;12.68857754044952
122620-PP;Thalamus;0.7752273907057575;6.557438524302
122620-PP;WhiteMatter;0.8057391253544314;3.1622776601683795
123117;Amygdala;0.5161918244558485;12.649110640673518
123117;GreyMatter;0.7195595789992281;3.0
123117;Hippocampus;0.5239317259489138;12.083045973594572
123117;Thalamus;0.7270620457178973;13.92838827718412
123117;WhiteMatter;0.8459383316699933;3.3166247903554
123117-PP;Amygdala;0.5161918244558485;12.649110640673518
123117-PP;GreyMatter;0.7195595789992281;3.0
123117-PP;Hippocampus;0.5239317259489138;12.083045973594572
123117-PP;Thalamus;0.7270620457178973;13.92838827718412
123117-PP;WhiteMatter;0.8459383316699933;3.3166247903554
123925;Amygdala;0.5404911896284124;11.180339887498949
123925;GreyMatter;0.7154937875553691;2.0
123925;Hippocampus;0.5301111705606087;12.806248474865697
123925;Thalamus;0.786429990498402;6.708203932499369
123925;WhiteMatter;0.8297130833509826;3.1622776601683795
123925-PP;Amygdala;0.5404911896284124;11.180339887498949
123925-PP;GreyMatter;0.7154937875553691;2.0
123925-PP;Hippocampus;0.5301111705606087;12.806248474865697
123925-PP;Thalamus;0.786429990498402;6.708203932499369
123925-PP;WhiteMatter;0.8297130833509826;3.1622776601683795
124422;Amygdala;0.622527037720918;10.63014581273465
124422;GreyMatter;0.7136916091567012;2.0
124422;Hippocampus;0.5552001550838422;10.63014581273465
124422;Thalamus;0.8140583045646337;7.483314773547883
124422;WhiteMatter;0.7802713188596946;3.1622776601683795
124422-PP;Amygdala;0.622527037720918;10.63014581273465
124422-PP;GreyMatter;0.7136916091567012;2.0
124422-PP;Hippocampus;0.5552001550838422;10.63014581273465
124422-PP;Thalamus;0.8140583045646337;7.483314773547883
124422-PP;WhiteMatter;0.7802713188596946;3.1622776601683795
